Bizkaia;1064L;Orozko
Bizkaia;1069Y;Abadino
Bizkaia;1074C;Amorebieta--Etxano
Bizkaia;1078C;Balmaseda
Bizkaia;1078I;Guenes
Bizkaia;1082;Bilbao Aeropuerto
Bizkaia;1083B;Sopuerta
Burgos;2106B;Coruna del Conde
Burgos;2117D;Aranda de Duero
Burgos;2290Y;Pedrosa del Principe
Burgos;2298;Palacios de la Sierra
Burgos;2302N;Monterrubio de la Demanda
Burgos;2311Y;Villamayor de los Montes
Burgos;2331X;Burgos Aeropuerto
Burgos;9012E;Santa Gadea de Alfoz
Burgos;9027X;Sargentes de la Lora
Burgos;9031C;Briviesca
Burgos;9051;Medina de Pomar
Burgos;9069C;Miranda de Ebro
Caceres;3423I;Madrigal de la Vera
Caceres;3434X;Navalmoral de la Mata
Caceres;3436D;Garganta de la Olla
Caceres;3448X;Serradilla
Caceres;3455X;Jaraicejo
Caceres;3463X;Trujillo
Caceres;3469A;Caceres
Caceres;3475X;Canaveral
Caceres;3494U;Nunomoral
Caceres;3503;Guijo de Granadilla
Caceres;3504X;Hervas
Caceres;3512X;Montehermoso
Caceres;3514B;Tornavacas
Caceres;3516X;Piornal
Caceres;3519X;Plasencia
Caceres;3526X;Coria
Caceres;3531X;Torrecilla de los Angeles
Caceres;3536X;Hoyos
Caceres;3540X;Zarza La Mayor
Caceres;3547X;Valverde del Fresno
Caceres;3562X;Aliseda
Caceres;3565X;Brozas
Caceres;3576X;Valencia de Alcantara
Caceres;4245X;Guadalupe
Caceres;4339X;Canamero
Caceres;4347X;Zorita
Caceres;4411C;Alcuescar
Cadiz;5906X;Chipiona
Cadiz;5910X;Rota, Base Naval
Cadiz;5911A;Grazalema
Cadiz;5919X;Olvera
Cadiz;5941X;El Bosque
Cadiz;5950X;San Jose del Valle
Cadiz;5960;Jerez de la Frontera Aeropuerto
Cadiz;5972X;San Fernando
Cadiz;5973;Cadiz
Cadiz;5983X;Medina Sidonia
Cadiz;5995B;Vejer de la Frontera
Cadiz;5996B;Barbate
Cadiz;6001;Tarifa
Cadiz;6042I;Jimena de la Frontera
Cadiz;6056X;San Roque
Cantabria;1083L;Castro Urdiales
Cantabria;1089U;Ramales de la Victoria
Cantabria;1096X;Barcena de Cicero, Treto
Cantabria;1102D;Soba, Alto Miera
Cantabria;1109;Santander Aeropuerto
Cantabria;1111X;Santander
Cantabria;1124E;Villacarriedo
Cantabria;1135C;Los Tojos, Barcena Mayor
Cantabria;1152C;San Felices de Buelna
Cantabria;1154H;Torrelavega, Sierrapando
Cantabria;1159;San Vicente de la Barquera
Cantabria;1167B;Camaleno, Fuente De
Cantabria;1174I;Cillorigo de Liebana, Tama
Cantabria;1176A;Tresviso
Cantabria;1740;Santillana del Mar, Altamira
Cantabria;9001D;Reinosa
Cantabria;9016X;Valderredible, Cubillo de Ebro
Cantabria;9019B;Valderredible, Polientes
Castello/Castellon;8439X;Segorbe
Castello/Castellon;8472A;Montanejos
Castello/Castellon;8489X;Villafranca del Cid/Villafranca
Castello/Castellon;8492X;Atzeneta del Maestrat
Castello/Castellon;8500A;Castellon de la Plana, Almazora
Castello/Castellon;8503Y;Torreblanca
Castello/Castellon;8520X;La Pobla de Benifassa-Fredes
Castello/Castellon;8523X;Vinaros
Castello/Castellon;9562X;Morella
Castello/Castellon;9563X;Castellfort
Ceuta;5000C;Ceuta
Ciudad Real;4064Y;Alcazar de San Juan
Ciudad Real;4103X;Tomelloso
Ciudad Real;4121;Ciudad Real
Ciudad Real;4138Y;Villanueva de los Infantes
Ciudad Real;4147X;Valdepenas
Ciudad Real;4148;Viso del Marques
Ciudad Real;4210Y;Abenojar
Ciudad Real;4220X;Puebla de Don Rodrigo
Ciudad Real;4300Y;Almaden
Ciudad Real;5304Y;Puertollano
Ciudad Real;5341C;Fuencaliente
Cordoba;4263X;Valsequillo
Cordoba;4267X;Hinojosa del Duque
Cordoba;5346X;Cardena
Cordoba;5361X;Montoro
Cordoba;5390Y;Villanueva de Cordoba
Cordoba;5394X;Cordoba, Embalse de Guadanuno
Cordoba;5402;Cordoba Aeropuerto
Cordoba;5412X;Priego de Cordoba
Cordoba;5427X;Dona Mencia
Cordoba;5429X;Cordoba, Pragdena
Cordoba;5459X;Espiel
Cordoba;5470;Fuente Palmera
Cordoba;5598X;Benameji
Cordoba;5624X;Aguilar de la Frontera
Cordoba;5625X;La Rambla
Cuenca;3040Y;Beteta
Cuenca;3044X;Canizares
Cuenca;3094B;Tarancon
Cuenca;4051Y;Alcazar del Rey
Cuenca;4070Y;Abia de Obispalia
Cuenca;4075Y;Villares del Saz
Cuenca;4089A;Alberca de Zancara
Cuenca;4090Y;San Clemente
Cuenca;4093Y;Osa de la Vega
Cuenca;4095Y;Belmonte
Cuenca;8096;Cuenca
Cuenca;8155Y;Motilla del Palancar
Cuenca;8210Y;Salvacanete
Cuenca;8245Y;Mira
Gipuzkoa;1012P;Irun
Gipuzkoa;1014A;San Sebastian Aeropuerto
Gipuzkoa;1021X;Renteria
Gipuzkoa;1025X;Beasain
Gipuzkoa;1026X;Ordizia
Gipuzkoa;1036A;Zarautz
Gipuzkoa;1037X;Legazpia
Gipuzkoa;1037Y;Zumarraga
Gipuzkoa;1038X;Azpeitia
Gipuzkoa;1041A;Zumaia
Gipuzkoa;1048X;Aretxabaleta
Gipuzkoa;1049N;Elgeta
Gipuzkoa;1050J;Elgoibar
Gipuzkoa;1052A;Mutriku
Girona;0281Y;Blanes
Girona;0284X;Castell, Platja d'Aro
Girona;0312X;Sant Pau de Seguries
Girona;0320I;Planoles
Girona;0324A;Ripoll
Girona;0360X;Les Planes d'Hostoles
Girona;0363X;Sant Hilari
Girona;0367;Girona Aeropuerto
Girona;0370E;Girona
Girona;0372C;Porqueres
Girona;0385X;L'Estartit
Girona;0394X;La Vall de Bianya
Girona;0411X;Castello d'Empuries
Girona;0413A;Macanet de Cabrenys
Girona;0421X;Espolla
Girona;0429X;Figueres
Girona;0433D;Cabo de Creus
Girona;9585;La Molina
Granada;5047E;Baza
Granada;5515D;Viznar
Granada;5515X;Granada-Cartuja
Granada;5516D;Dilar, Sierra Nevada
Granada;5530E;Granada Aeropuerto
Granada;5582A;Loja
Granada;6258X;Lanjaron
Granada;6267X;Salobrena
Granada;6268X;Motril
Granada;6268Y;Motril, Puerto
Granada;6272X;Castell del Ferro
Granada;6281X;Valor
Guadalajara;3013;Molina de Aragon
Guadalajara;3021Y;Zaorejas
Guadalajara;3085Y;Pastrana
Guadalajara;3103;Retiendas
Guadalajara;3130C;Siguenza
Guadalajara;3158D;Campisabalos
Guadalajara;3168D;Guadalajara
Guadalajara;3209Y;Brihuega
Guadalajara;9377Y;El Pedregal
Huelva;4527X;Aroche
Huelva;4541X;El Granado
Huelva;4549Y;Ayamonte
Huelva;4554X;Cartaya
Huelva;4560Y;Alajar
Huelva;4575X;Valverde del Camino
Huelva;4584X;El Cerro de Andevalo
Huelva;4589X;Alosno, Tharsis
Huelva;4608X;El Campillo
Huelva;4622X;Villarrasa
Huelva;4642E;Huelva, Ronda Este
Huelva;5769X;Cala
Huelva;5858X;Almonte
Huelva;5860E;Moguer, El Arenosillo
Huesca;9198X;Canfranc
Huesca;9201K;Jaca
Huesca;9207;Valle de Hecho, Hecho
Huesca;9208E;Aragues del Puerto
Huesca;9211F;Bailo
Huesca;9453X;Biescas
Huesca;9460X;Sabinanigo
Huesca;9491X;Almudevar
Huesca;9751;Sopeira
Huesca;9756X;Benabarre
Huesca;9784P;Bielsa
Huesca;9808X;Ainsa
Huesca;9814X;Torla - Deposito
Huesca;9838B;Benasque
Huesca;9843A;Seira
Huesca;9855E;Capella
Huesca;9866C;Barbastro
Huesca;9894Y;Sarinena, Deposito agua
Huesca;9898;Huesca Aeropuerto
Huesca;9901X;Huesca
Huesca;9908X;Lanaja
Huesca;9911X;Ballobar
Huesca;9918Y;Tamarite de Litera
Huesca;9924X;Fraga
Illes Balears;B013X;Escorca, Lluc
Illes Balears;B087X;Banyalbufar
Illes Balears;B158X;Calvia, Es Capdella
Illes Balears;B228;Palma de Mallorca, Puerto
Illes Balears;B236C;Palma de Mallorca, Universidad
Illes Balears;B248;Sierra de Alfabia, Bunyola
Illes Balears;B275C;Marratxi
Illes Balears;B278C;Palma de Mallorca, Es Pil Lari
Illes Balears;B278;Palma de Mallorca, Aeropuerto
Illes Balears;B301;Llucmajor, Cap Blanc
Illes Balears;B334X;Llucmajor
Illes Balears;B346X;Porreres
Illes Balears;B362X;Campos, Can Sion
Illes Balears;B373X;Campos, Salines Llevant
Illes Balears;B410B;Santanyi
Illes Balears;B434X;Portocolom
Illes Balears;B496X;Son Servera
Illes Balears;B526X;Arta
Illes Balears;B569X;Capdepera
Illes Balears;B603X;Arta-Colonia de Sant Pere
Illes Balears;B605X;Muro, S'Albufera
Illes Balears;B614E;Manacor
Illes Balears;B644B;Sineu
Illes Balears;B656A;Santa Maria del Cami
Illes Balears;B662X;Binissalem
Illes Balears;B684A;Escorca, Son Torrella
Illes Balears;B691Y;Sa Pobla
Illes Balears;B760X;Pollenca
Illes Balears;B780X;Port de Pollenca
Illes Balears;B825B;Es Mercadal
Illes Balears;B860X;Ciutadella
Illes Balears;B870C;Ciutadella, Cala Galdana
Illes Balears;B893;Menorca, Aeropuerto
Illes Balears;B908X;Sant Joan de Labritja
Illes Balears;B954;Ibiza, Aeropuerto
Illes Balears;B957;Eivissa
Illes Balears;B986;Formentera
Jaen;5038X;Cazorla
Jaen;5164B;Baeza
Jaen;5165X;Torres
Jaen;5181D;Arroyo del Ojanco
Jaen;5210X;Villanueva del Arzobispo
Jaen;5270B;Jaen
Jaen;5279X;Linares
Jaen;5281X;Bailen
Jaen;5298X;Andujar
Jaen;5406X;Alcala La Real
La Rioja;9115X;Valdezcaray, estacion de esqui
La Rioja;9121X;Haro
La Rioja;9136X;Anguiano
La Rioja;9141V;Najera
La Rioja;9145Y;Cenicero
La Rioja;9170;Logrono Aeropuerto
La Rioja;9188;Enciso
La Rioja;9283Y;Alfaro
Las Palmas;C018J;Tias
Las Palmas;C019V;Yaiza Playa Blanca
Las Palmas;C029O;Lanzarote Aeropuerto
Las Palmas;C038N;Haria
Las Palmas;C048W;Tinajo
Las Palmas;C229J;Pajara
Las Palmas;C239N;Tuineje,Puerto Gran Tarajal
Las Palmas;C248E;Antigua
Las Palmas;C249I;Fuerteventura Aeropuerto
Las Palmas;C258K;La Oliva
Las Palmas;C259X;La Oliva, Puerto de Corralejo
Las Palmas;C611E;Vega de San Mateo
Las Palmas;C612F;Tejeda, Cruz de Tejeda
Las Palmas;C619I;La Aldea de San Nicolas
Las Palmas;C619X;Agaete
Las Palmas;C623I;San Bartolome Tirajana, Cuevas del Pinar
Las Palmas;C625O;San Bartolome Tirajana, Lomo Pedro Alfonso
Las Palmas;C628B;La Aldea de San Nicolas, Tasarte
Las Palmas;C629Q;Mogan, Puerto Rico
Las Palmas;C629X;Mogan, Puerto
Las Palmas;C635B;San Bartolome Tirajana, Las Tirajanas
Las Palmas;C639M;Maspalomas, C. Insular Turismo
Las Palmas;C639U;San Bartolome Tirajana, El Matorral
Las Palmas;C648C;Aguimes
Las Palmas;C648N;Telde, Centro Forestal Doramas
Las Palmas;C649I;Gran Canaria Aeropuerto
Las Palmas;C649R;Telde, Melenara
Las Palmas;C656V;Teror
Las Palmas;C658X;Las Palmas de Gran Canaria, Tafira
Las Palmas;C659H;Las Palmas de Gran Canaria, San Cristobal
Las Palmas;C659M;Las Palmas de Gran Canaria, Pl. de la Feria
Las Palmas;C665T;Valleseco
Las Palmas;C669B;Arucas
Las Palmas;C689E;Maspalomas
Las Palmas;C839I;Teguise
Leon;1178Y;Posada de Valdeon, Soto
Leon;1541B;Villablino
Leon;1549;Ponferrada
Leon;1561I;Vega de Espinareda
Leon;2624C;Riano
Leon;2626Y;Cubillas de Rueda
Leon;2630X;Puerto de San Isidro
Leon;2661B;Leon Aeropuerto
Leon;2664B;Valencia de Don Juan
Leon;2701D;Barrios de Luna, Minera
Leon;2728B;Quintana del Castillo, Villameca
Leon;2734D;Astorga
Leon;2737E;Lagunas de Somoza
Leon;2742R;Bustillo del Paramo
Lleida;9590D;Illes de Cerdanya,Cap de Rec
Lleida;9590;Martinet
Lleida;9632X;Josa i Tuixen
Lleida;9638D;Coll de Nargo
Lleida;9647X;Tora
Lleida;9650X;Artesa de Segre
Lleida;9657X;Esterri d'aneu
Lleida;9677;Rialp, Port Aine
Lleida;9689X;Torre de Cabdella
Lleida;9698U;Talarn
Lleida;9707;Llimiana
Lleida;9724X;Os de Balaguer
Lleida;9729X;Mollerussa
Lleida;9744B;La Vall de Boi
Lleida;9771C;Lleida
Lleida;9772X;La Pobla de Cervoles
Lleida;9775X;El Soleras
Lleida;9990X;Naut Aran, Arties
Lugo;1297E;Cervantes
Lugo;1342X;Ribadeo
Lugo;1344X;Mondonedo
Lugo;1347T;Burela
Lugo;1505;Lugo Aeropuerto
Lugo;1518A;Lugo
Lugo;1521I;O Paramo
Lugo;1521X;Becerrea
Lugo;1535I;O Savinao
Lugo;1679A;Monforte de Lemos
Madrid;2462;Puerto de Navacerrada
Madrid;3100B;Aranjuez
Madrid;3104Y;Rascafria
Madrid;3110C;Buitrago del Lozoya
Madrid;3111D;Somosierra
Madrid;3125Y;San Sebastian de Los Reyes
Madrid;3126Y;Madrid, El Goloso
Madrid;3129;Madrid Aeropuerto
Madrid;3170Y;Alcala de Henares
Madrid;3182Y;Arganda del Rey
Madrid;3191E;Colmenar Viejo
Madrid;3194U;Madrid, Ciudad Universitaria
Madrid;3194Y;Pozuelo de Alarcon
Madrid;3195;Madrid, Retiro
Madrid;3229Y;Tielmes
Madrid;3266A;Puerto Alto del Leon
Madrid;3268C;Alpedrete
Madrid;3330Y;Rozas de Puerto Real
Madrid;3343Y;Valdemorillo
Malaga;6032B;Ronda
Malaga;6032X;Ronda Instituto
Malaga;6040X;Cortes de la Frontera
Malaga;6045X;Alpandeire
Malaga;6050X;Gaucin
Malaga;6057X;Manilva
Malaga;6058I;Estepona
Malaga;6069X;Benahavis
Malaga;6076X;Marbella, Puerto
Malaga;6083X;Marbella
Malaga;6084X;Fuengirola
Malaga;6088X;Torremolinos
Malaga;6106X;Antequera
Malaga;6127X;alora
Malaga;6143X;Coin
Malaga;6155A;Malaga Aeropuerto
Malaga;6156X;Malaga, Centro Meteorologico
Malaga;6172O;Malaga, Puerto
Malaga;6175X;Rincon de la Victoria
Malaga;6199B;Velez-Malaga
Malaga;6201X;Algarrobo
Malaga;6205X;Torrox
Malaga;6213X;Nerja
Malaga;6375X;Fuente de Piedra
Melilla;6000A;Melilla
Murcia;7002Y;aguilas
Murcia;7007X;Mazarron
Murcia;7012D;Cartagena
Murcia;7023X;Fuente alamo de Murcia
Murcia;7026X;Torre-Pacheco
Murcia;7031X;San Javier Aeropuerto
Murcia;7080X;Moratalla
Murcia;7119B;Caravaca de La Cruz
Murcia;7121A;Calasparra
Murcia;7127X;Bullas
Murcia;7138B;Jumilla
Murcia;7145D;Cieza
Murcia;7158X;Archena
Murcia;7172X;Mula
Murcia;7178I;Murcia
Murcia;7195X;Caravaca de La Cruz, Los Royos
Murcia;7203A;Lorca, Zarcilla de Ramos
Murcia;7209;Lorca
Murcia;7211B;Puerto Lumbreras
Murcia;7218X;Totana
Murcia;7227X;Alhama de Murcia
Murcia;7237E;Molina de Segura
Murcia;7250C;Abanilla
Murcia;7275C;Yecla
Navarra;1002Y;Baztan, Irurita
Navarra;1033X;Areso
Navarra;9171K;Los Arcos
Navarra;9218A;Isaba/Izaba
Navarra;9228J;Oroz-Betelu/Orotz-Betelu
Navarra;9228T;Roncesvalles
Navarra;9238X;Navascues/Nabaskoze
Navarra;9245X;Caseda
Navarra;9252X;Olite/Erriberri
Navarra;9257X;Esteribar, Eugui
Navarra;9262P;Monreal/Elo
Navarra;9263D;Pamplona Aeropuerto
Navarra;9263X;Aranguren, Ilundain
Navarra;9274X;Irurtzun
Navarra;9280B;Larraga
Navarra;9283X;Cadreita
Navarra;9294E;Bardenas Reales, Base Aerea
Navarra;9301X;Monteagudo
Navarra;9302Y;Tudela
Navarra;9995Y;Luzaide/Valcarlos
Ourense;1583X;O Barco de Valdeorras
Ourense;1631E;A Pobra de Trives
Ourense;1639X;Chandrexa de Queixa
Ourense;1690A;Ourense
Ourense;1696O;Beariz
Ourense;1700X;Carballino, O
Ourense;1701X;Ribadavia
Ourense;1706A;Allariz
Ourense;1735X;Xinzo de Limia
Ourense;1738U;Muinos
Ourense;2969U;A Gudina
Ourense;2978X;Verin
Palencia;2235U;Cervera de Pisuerga
Palencia;2243A;Aguilar de Campoo
Palencia;2276B;Villaeles de Valdavia
Palencia;2362C;Velilla del Rio Carrion, Camporredondo de Alba
Palencia;2374X;Carrion de los Condes
Palencia;2400E;Autilla del Pino
Palencia;2401X;Palencia
Palencia;2568D;Santervas de la Vega, Villapun
Pontevedra;1466A;Silleda
Pontevedra;1468X;A Estrada
Pontevedra;1477V;Vilagarcia de Arousa
Pontevedra;1484C;Pontevedra
Pontevedra;1489A;A Lama
Pontevedra;1495;Vigo Aeropuerto
Pontevedra;1496X;Vigo
Pontevedra;1719;A Caniza
Pontevedra;1723X;Ponteareas, Canedo
Pontevedra;1730E;O Rosal
Salamanca;2491C;La Covatilla, estacion de esqui
Salamanca;2847X;Pedrosillo de Los Aires
Salamanca;2863C;Pedraza de Alba
Salamanca;2867;Salamanca Aeropuerto
Salamanca;2870;Salamanca
Salamanca;2873X;Barbadillo
Salamanca;2883R;Ledesma
Salamanca;2891A;Villarino de los Aires
Salamanca;2914C;Boadilla Fuente San Esteban
Salamanca;2916A;Vitigudino
Salamanca;2918Y;El Maillo
Salamanca;2926B;Banobarez
Salamanca;2930Y;Navasfrias
Salamanca;2945A;El Bodon Base Aerea
Salamanca;2946X;Saelices El Chico
Santa Cruz de Tenerife;C117A;Puntagorda
Santa Cruz de Tenerife;C117Z;Tijarafe
Santa Cruz de Tenerife;C126A;El Paso
Santa Cruz de Tenerife;C129V;Fuencaliente
Santa Cruz de Tenerife;C129Z;Tazacorte
Santa Cruz de Tenerife;C139E;La Palma Aeropuerto
Santa Cruz de Tenerife;C148F;San Andres y Sauces
Santa Cruz de Tenerife;C314Z;Vallehermoso, Alto Igualero
Santa Cruz de Tenerife;C315P;Vallehermoso, Chipude C.F.
Santa Cruz de Tenerife;C317B;Agulo
Santa Cruz de Tenerife;C319W;Vallehermoso, Dama
Santa Cruz de Tenerife;C328W;Hermigua
Santa Cruz de Tenerife;C329Z;San Sebastian de la Gomera
Santa Cruz de Tenerife;C406G;La Orotava, Canadas Teide
Santa Cruz de Tenerife;C419X;Adeje
Santa Cruz de Tenerife;C428T;Arico
Santa Cruz de Tenerife;C429I;Tenerife Sur Aeropuerto
Santa Cruz de Tenerife;C430E;Izana
Santa Cruz de Tenerife;C438N;Candelaria
Santa Cruz de Tenerife;C439J;Guimar
Santa Cruz de Tenerife;C446G;San Cristobal de La Laguna,Llano de los Loros
Santa Cruz de Tenerife;C447A;Tenerife Norte Aeropuerto
Santa Cruz de Tenerife;C449C;Sta.Cruz de Tenerife
Santa Cruz de Tenerife;C449F;Anaga
Santa Cruz de Tenerife;C457I;La Victoria de Acentejo
Santa Cruz de Tenerife;C458A;Tacoronte
Santa Cruz de Tenerife;C459Z;Puerto de la Cruz
Santa Cruz de Tenerife;C468B;San Juan de la Rambla
Santa Cruz de Tenerife;C469N;Los Silos
Santa Cruz de Tenerife;C916Q;El Pinar, Deposito
Santa Cruz de Tenerife;C925F;Valverde
Santa Cruz de Tenerife;C929I;Hierro Aeropuerto
Santa Cruz de Tenerife;C939T;Frontera, Sabinosa
Segovia;2135A;Fresno de Cantespino
Segovia;2140A;Aldeanueva de Serrezuela
Segovia;2150H;La Pinilla, estacion de esqui
Segovia;2192C;Cuellar
Segovia;2465;Segovia
Segovia;2471Y;San Rafael
Segovia;2482B;Miguelanez
Sevilla;5612B;La Roda de Andalucia
Sevilla;5612X;Lora de Estepa
Sevilla;5641X;ecija
Sevilla;5654X;La Puebla de los Infantes
Sevilla;5656;Fuentes de Andalucia
Sevilla;5702X;Carmona
Sevilla;5704B;Cazalla de la Sierra
Sevilla;5726X;Guadalcanal
Sevilla;5733X;Almaden de la Plata
Sevilla;5783;Sevilla Aeropuerto
Sevilla;5790Y;Sevilla, Tablada
Sevilla;5796;Moron de la Frontera
Sevilla;5835X;Carrion de los Cespedes
Sevilla;5891X;Las Cabezas de San Juan
Sevilla;5998X;Osuna
Soria;2005Y;Vinuesa, Quintanarejo
Soria;2017Y;La Poveda de Soria, Barriomartin
Soria;2030;Soria
Soria;2044B;Lubia
Soria;2048A;Moron de Almazan
Soria;2059B;La Riba de Escalote
Soria;2084Y;Ucero
Soria;2092;Burgo de Osma
Soria;2096B;Liceras
Soria;2296A;olvega
Soria;9287A;San Pedro Manrique
Soria;9344C;Arcos de Jalon
Soria;9352A;Almazul
Tarragona;0002I;Vandellos
Tarragona;0009X;Alforja
Tarragona;0016A;Reus Aeropuerto
Tarragona;0034X;Valls
Tarragona;0042Y;Tarragona
Tarragona;9726E;Llorac
Tarragona;9946X;Horta de Sant Joan
Tarragona;9961X;Cabaces
Tarragona;9975X;Rasquera
Tarragona;9981A;Tortosa
Tarragona;9987P;Sant Jaume d'Enveja
Teruel;8354X;Albarracin
Teruel;8368U;Teruel
Teruel;8376;Jabaloyas
Teruel;8458X;Cedrillas
Teruel;8486X;Mosqueruela
Teruel;9381I;Calamocha
Teruel;9436X;Fonfria
Teruel;9513X;Muniesa
Teruel;9531Y;Montalban
Teruel;9546B;Hijar
Teruel;9550C;Andorra
Teruel;9561X;Castellote
Teruel;9569A;Calanda
Teruel;9573X;Alcaniz
Teruel;9935X;Valderrobres
Teruel;9998X;Bello
Toledo;3099Y;Ocana
Toledo;3245Y;Tembleque
Toledo;3260B;Toledo
Toledo;3298X;San Pablo de los Montes
Toledo;3305Y;Navahermosa
Toledo;3362Y;Castillo de Bayuela
Toledo;3365A;Talavera de la Reina
Toledo;3427Y;Oropesa
Toledo;4061X;Quintanar de la Orden
Toledo;4067;Madridejos
Toledo;4236Y;Puerto del Rey
Valencia/Valencia;8058X;Oliva
Valencia/Valencia;8058Y;Miramar
Valencia/Valencia;8072Y;Barx
Valencia/Valencia;8193E;Jalance
Valencia/Valencia;8203O;Zarra
Valencia/Valencia;8270X;Bicorp
Valencia/Valencia;8283X;Ontinyent
Valencia/Valencia;8290X;Enguera-Navalon
Valencia/Valencia;8293X;Xativa
Valencia/Valencia;8300X;Carcaixent
Valencia/Valencia;8309X;Utiel
Valencia/Valencia;8319X;Bunol
Valencia/Valencia;8325X;Polinya de Xuquer
Valencia/Valencia;8337X;Turis
Valencia/Valencia;8381X;Ademuz
Valencia/Valencia;8395X;Chelva
Valencia/Valencia;8409X;Lliria
Valencia/Valencia;8414A;Valencia Aeropuerto
Valencia/Valencia;8416Y;Valencia
Valencia/Valencia;8446Y;Sagunto
